Age,Gender,MaritalStatus,IncomeLevel,AmountSpent,ProductCategory,InteractionType,ResolutionStatus,LoginFrequency,ServiceUsage,ChurnStatus
24,F,Married,Medium,178.5,Furniture,Complaint,Unresolved,10,Mobile App,0
56,M,Married,Medium,148.98,Furniture,Feedback,Unresolved,47,Online Banking,0
56,M,Married,Medium,148.98,Furniture,Inquiry,Resolved,47,Online Banking,0
57,F,Married,High,132.6,Furniture,Feedback,Resolved,31,Website,0
57,F,Married,High,101.27,Clothing,Feedback,Resolved,31,Website,0
26,M,Married,Low,115.27,Groceries,None,No Issue,26,Mobile App,0
26,M,Married,Low,410.41,Clothing,None,No Issue,26,Mobile App,0
26,M,Married,Low,392.58,Groceries,None,No Issue,26,Mobile App,0
26,M,Married,Low,168.75,Clothing,None,No Issue,26,Mobile App,0
26,M,Married,Low,214.35,Books,None,No Issue,26,Mobile App,0
26,M,Married,Low,298.09,Furniture,None,No Issue,26,Mobile App,0
26,M,Married,Low,235.03,Books,None,No Issue,26,Mobile App,0
31,M,Single,Medium,454.6,Groceries,None,No Issue,14,Mobile App,1
31,M,Single,Medium,445.25,Furniture,None,No Issue,14,Mobile App,1
31,M,Single,Medium,195.55,Electronics,None,No Issue,14,Mobile App,1
31,M,Single,Medium,49.62,Electronics,None,No Issue,14,Mobile App,1
31,M,Single,Medium,157.41,Electronics,None,No Issue,14,Mobile App,1
25,F,Married,Medium,41.19,Electronics,Feedback,Unresolved,4,Mobile App,0
25,F,Married,Medium,41.19,Electronics,Feedback,Resolved,4,Mobile App,0
34,M,Widowed,Low,488.45,Books,Complaint,Resolved,33,Online Banking,0
40,F,Widowed,Medium,165.23,Books,Feedback,Unresolved,47,Website,0
40,F,Widowed,Medium,165.23,Books,Feedback,Resolved,47,Website,0
40,F,Widowed,Medium,9.43,Clothing,Feedback,Unresolved,47,Website,0
40,F,Widowed,Medium,9.43,Clothing,Feedback,Resolved,47,Website,0
40,F,Widowed,Medium,369.33,Furniture,Feedback,Unresolved,47,Website,0
40,F,Widowed,Medium,369.33,Furniture,Feedback,Resolved,47,Website,0
33,M,Widowed,Low,450.66,Books,None,No Issue,13,Website,0
33,M,Widowed,Low,112.57,Clothing,None,No Issue,13,Website,0
33,M,Widowed,Low,213.38,Groceries,None,No Issue,13,Website,0
33,M,Widowed,Low,19.49,Books,None,No Issue,13,Website,0
33,M,Widowed,Low,130.17,Electronics,None,No Issue,13,Website,0
33,M,Widowed,Low,247.27,Clothing,None,No Issue,13,Website,0
33,M,Widowed,Low,245.41,Groceries,None,No Issue,13,Website,0
33,M,Widowed,Low,279.26,Electronics,None,No Issue,13,Website,0
43,M,Married,Low,127.09,Clothing,Complaint,Resolved,48,Website,0
43,M,Married,Low,335.62,Clothing,Complaint,Resolved,48,Website,0
43,M,Married,Low,450.43,Groceries,Complaint,Resolved,48,Website,0
43,M,Married,Low,397.77,Furniture,Complaint,Resolved,48,Website,0
43,M,Married,Low,290.57,Electronics,Complaint,Resolved,48,Website,0
43,M,Married,Low,280.32,Electronics,Complaint,Resolved,48,Website,0
43,M,Married,Low,249.21,Clothing,Complaint,Resolved,48,Website,0
26,F,Divorced,Medium,27.32,Groceries,Inquiry,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,27.32,Groceries,Complaint,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,463,Electronics,Inquiry,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,463,Electronics,Complaint,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,21.73,Electronics,Inquiry,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,21.73,Electronics,Complaint,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,459.61,Electronics,Inquiry,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,459.61,Electronics,Complaint,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,97.44,Groceries,Inquiry,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,97.44,Groceries,Complaint,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,247.1,Books,Inquiry,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,247.1,Books,Complaint,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,57.34,Books,Inquiry,Unresolved,41,Online Banking,0
26,F,Divorced,Medium,57.34,Books,Complaint,Unresolved,41,Online Banking,0
53,M,Widowed,High,6.65,Books,Feedback,Unresolved,34,Online Banking,0
53,M,Widowed,High,6.65,Books,Inquiry,Resolved,34,Online Banking,0
53,M,Widowed,High,19.36,Furniture,Feedback,Unresolved,34,Online Banking,0
53,M,Widowed,High,19.36,Furniture,Inquiry,Resolved,34,Online Banking,0
53,M,Widowed,High,355.83,Clothing,Feedback,Unresolved,34,Online Banking,0
53,M,Widowed,High,355.83,Clothing,Inquiry,Resolved,34,Online Banking,0
53,M,Widowed,High,397.46,Furniture,Feedback,Unresolved,34,Online Banking,0
53,M,Widowed,High,397.46,Furniture,Inquiry,Resolved,34,Online Banking,0
53,M,Widowed,High,480,Books,Feedback,Unresolved,34,Online Banking,0
53,M,Widowed,High,480,Books,Inquiry,Resolved,34,Online Banking,0
53,M,Widowed,High,33.75,Furniture,Feedback,Unresolved,34,Online Banking,0
53,M,Widowed,High,33.75,Furniture,Inquiry,Resolved,34,Online Banking,0
53,M,Widowed,High,488.65,Electronics,Feedback,Unresolved,34,Online Banking,0
53,M,Widowed,High,488.65,Electronics,Inquiry,Resolved,34,Online Banking,0
53,M,Widowed,High,138.91,Books,Feedback,Unresolved,34,Online Banking,0
53,M,Widowed,High,138.91,Books,Inquiry,Resolved,34,Online Banking,0
24,F,Married,Medium,162.79,Groceries,Complaint,Unresolved,43,Mobile App,1
24,F,Married,Medium,447.59,Groceries,Complaint,Unresolved,43,Mobile App,1
24,F,Married,Medium,371.73,Electronics,Complaint,Unresolved,43,Mobile App,1
24,F,Married,Medium,452.27,Groceries,Complaint,Unresolved,43,Mobile App,1
24,F,Married,Medium,185.65,Clothing,Complaint,Unresolved,43,Mobile App,1
24,F,Married,Medium,444.38,Electronics,Complaint,Unresolved,43,Mobile App,1
24,F,Married,Medium,69.42,Books,Complaint,Unresolved,43,Mobile App,1
24,F,Married,Medium,426.53,Clothing,Complaint,Unresolved,43,Mobile App,1
35,M,Single,Medium,412.55,Electronics,Inquiry,Resolved,35,Mobile App,0
25,F,Single,Medium,135.06,Electronics,None,No Issue,28,Website,0
25,F,Single,Medium,117.48,Electronics,None,No Issue,28,Website,0
25,F,Single,Medium,324.23,Books,None,No Issue,28,Website,0
25,F,Single,Medium,265.29,Groceries,None,No Issue,28,Website,0
25,F,Single,Medium,273.58,Clothing,None,No Issue,28,Website,0
38,M,Widowed,Medium,343.78,Books,None,No Issue,31,Mobile App,0
38,M,Widowed,Medium,43.73,Books,None,No Issue,31,Mobile App,0
43,M,Divorced,High,27.91,Clothing,Feedback,Unresolved,30,Online Banking,0
43,M,Divorced,High,27.91,Clothing,Inquiry,Resolved,30,Online Banking,0
43,M,Divorced,High,155.11,Furniture,Feedback,Unresolved,30,Online Banking,0
43,M,Divorced,High,155.11,Furniture,Inquiry,Resolved,30,Online Banking,0
43,M,Divorced,High,82.42,Books,Feedback,Unresolved,30,Online Banking,0
43,M,Divorced,High,82.42,Books,Inquiry,Resolved,30,Online Banking,0
43,M,Divorced,High,474.26,Books,Feedback,Unresolved,30,Online Banking,0
43,M,Divorced,High,474.26,Books,Inquiry,Resolved,30,Online Banking,0
43,M,Divorced,High,262.76,Electronics,Feedback,Unresolved,30,Online Banking,0
43,M,Divorced,High,262.76,Electronics,Inquiry,Resolved,30,Online Banking,0
20,F,Single,High,431.79,Groceries,Inquiry,Unresolved,32,Mobile App,0
20,F,Single,High,431.79,Groceries,Feedback,Resolved,32,Mobile App,0
20,F,Single,High,412.29,Clothing,Inquiry,Unresolved,32,Mobile App,0
20,F,Single,High,412.29,Clothing,Feedback,Resolved,32,Mobile App,0
20,F,Single,High,31.87,Clothing,Inquiry,Unresolved,32,Mobile App,0
20,F,Single,High,31.87,Clothing,Feedback,Resolved,32,Mobile App,0
20,F,Single,High,88.08,Books,Inquiry,Unresolved,32,Mobile App,0
20,F,Single,High,88.08,Books,Feedback,Resolved,32,Mobile App,0
20,F,Single,High,124.6,Groceries,Inquiry,Unresolved,32,Mobile App,0
20,F,Single,High,124.6,Groceries,Feedback,Resolved,32,Mobile App,0
20,F,Single,High,428.3,Electronics,Inquiry,Unresolved,32,Mobile App,0
20,F,Single,High,428.3,Electronics,Feedback,Resolved,32,Mobile App,0
34,F,Married,High,169.69,Clothing,None,No Issue,13,Website,0
68,M,Married,Low,94.74,Groceries,None,No Issue,41,Mobile App,0
68,M,Married,Low,359.14,Groceries,None,No Issue,41,Mobile App,0
68,M,Married,Low,307.47,Furniture,None,No Issue,41,Mobile App,0
68,M,Married,Low,212.2,Books,None,No Issue,41,Mobile App,0
68,M,Married,Low,85.26,Electronics,None,No Issue,41,Mobile App,0
68,M,Married,Low,137.08,Electronics,None,No Issue,41,Mobile App,0
68,M,Married,Low,265.14,Groceries,None,No Issue,41,Mobile App,0
63,F,Single,High,476.78,Clothing,Inquiry,Unresolved,34,Mobile App,0
63,F,Single,High,476.78,Clothing,Complaint,Unresolved,34,Mobile App,0
63,F,Single,High,435.43,Furniture,Inquiry,Unresolved,34,Mobile App,0
63,F,Single,High,435.43,Furniture,Complaint,Unresolved,34,Mobile App,0
63,F,Single,High,377.12,Groceries,Inquiry,Unresolved,34,Mobile App,0
63,F,Single,High,377.12,Groceries,Complaint,Unresolved,34,Mobile App,0
63,F,Single,High,36.76,Furniture,Inquiry,Unresolved,34,Mobile App,0
63,F,Single,High,36.76,Furniture,Complaint,Unresolved,34,Mobile App,0
63,F,Single,High,134.56,Groceries,Inquiry,Unresolved,34,Mobile App,0
63,F,Single,High,134.56,Groceries,Complaint,Unresolved,34,Mobile App,0
41,M,Widowed,Low,415.86,Groceries,None,No Issue,8,Website,1
41,M,Widowed,Low,348.37,Books,None,No Issue,8,Website,1
41,M,Widowed,Low,307.78,Furniture,None,No Issue,8,Website,1
41,M,Widowed,Low,162.67,Clothing,None,No Issue,8,Website,1
41,M,Widowed,Low,292.95,Electronics,None,No Issue,8,Website,1
42,M,Widowed,Medium,30.37,Furniture,Inquiry,Resolved,42,Mobile App,0
42,M,Widowed,Medium,30.37,Furniture,Complaint,Unresolved,42,Mobile App,0
42,M,Widowed,Medium,334.09,Groceries,Inquiry,Resolved,42,Mobile App,0
42,M,Widowed,Medium,334.09,Groceries,Complaint,Unresolved,42,Mobile App,0
22,M,Single,High,453.75,Groceries,Complaint,Unresolved,25,Online Banking,0
22,M,Single,High,180.88,Books,Complaint,Unresolved,25,Online Banking,0
22,M,Single,High,120.13,Groceries,Complaint,Unresolved,25,Online Banking,0
22,M,Single,High,121.14,Books,Complaint,Unresolved,25,Online Banking,0
22,M,Single,High,288.09,Groceries,Complaint,Unresolved,25,Online Banking,0
22,M,Single,High,416.67,Electronics,Complaint,Unresolved,25,Online Banking,0
22,M,Single,High,316.62,Books,Complaint,Unresolved,25,Online Banking,0
22,M,Single,High,444.2,Groceries,Complaint,Unresolved,25,Online Banking,0
54,F,Married,High,346.54,Electronics,None,No Issue,33,Online Banking,0
62,F,Divorced,High,19.76,Clothing,None,No Issue,10,Online Banking,0
62,F,Divorced,High,453.12,Books,None,No Issue,10,Online Banking,0
67,F,Married,High,14.78,Clothing,Complaint,Resolved,40,Website,0
67,F,Married,High,14.78,Clothing,Feedback,Resolved,40,Website,0
67,F,Married,High,128.94,Groceries,Complaint,Resolved,40,Website,0
67,F,Married,High,128.94,Groceries,Feedback,Resolved,40,Website,0
67,F,Married,High,422.07,Furniture,Complaint,Resolved,40,Website,0
67,F,Married,High,422.07,Furniture,Feedback,Resolved,40,Website,0
41,M,Divorced,High,411.05,Electronics,Complaint,Unresolved,34,Mobile App,0
41,M,Divorced,High,12.3,Books,Complaint,Unresolved,34,Mobile App,0
41,M,Divorced,High,380.16,Books,Complaint,Unresolved,34,Mobile App,0
41,M,Divorced,High,443.95,Books,Complaint,Unresolved,34,Mobile App,0
41,M,Divorced,High,31.59,Clothing,Complaint,Unresolved,34,Mobile App,0
41,M,Divorced,High,199.7,Clothing,Complaint,Unresolved,34,Mobile App,0
41,M,Divorced,High,17.88,Electronics,Complaint,Unresolved,34,Mobile App,0
41,M,Divorced,High,422.35,Groceries,Complaint,Unresolved,34,Mobile App,0
41,M,Divorced,High,483.02,Electronics,Complaint,Unresolved,34,Mobile App,0
48,M,Divorced,Medium,280.21,Books,Complaint,Unresolved,44,Website,0
48,M,Divorced,Medium,280.21,Books,Feedback,Unresolved,44,Website,0
48,M,Divorced,Medium,6.51,Books,Complaint,Unresolved,44,Website,0
48,M,Divorced,Medium,6.51,Books,Feedback,Unresolved,44,Website,0
48,M,Divorced,Medium,366.66,Electronics,Complaint,Unresolved,44,Website,0
48,M,Divorced,Medium,366.66,Electronics,Feedback,Unresolved,44,Website,0
48,M,Divorced,Medium,108.57,Furniture,Complaint,Unresolved,44,Website,0
48,M,Divorced,Medium,108.57,Furniture,Feedback,Unresolved,44,Website,0
48,M,Divorced,Medium,137.45,Books,Complaint,Unresolved,44,Website,0
48,M,Divorced,Medium,137.45,Books,Feedback,Unresolved,44,Website,0
48,M,Divorced,Medium,30.61,Books,Complaint,Unresolved,44,Website,0
48,M,Divorced,Medium,30.61,Books,Feedback,Unresolved,44,Website,0
48,M,Divorced,Medium,477.15,Clothing,Complaint,Unresolved,44,Website,0
48,M,Divorced,Medium,477.15,Clothing,Feedback,Unresolved,44,Website,0
48,M,Divorced,Medium,323.17,Furniture,Complaint,Unresolved,44,Website,0
48,M,Divorced,Medium,323.17,Furniture,Feedback,Unresolved,44,Website,0
43,M,Single,High,378.3,Books,None,No Issue,33,Website,0
43,M,Single,High,454.84,Furniture,None,No Issue,33,Website,0
43,M,Single,High,137.04,Furniture,None,No Issue,33,Website,0
43,M,Single,High,418.2,Electronics,None,No Issue,33,Website,0
43,M,Single,High,177.18,Furniture,None,No Issue,33,Website,0
43,M,Single,High,495.45,Groceries,None,No Issue,33,Website,0
43,M,Single,High,259.62,Clothing,None,No Issue,33,Website,0
43,M,Single,High,277.24,Clothing,None,No Issue,33,Website,0
43,M,Single,High,169.28,Groceries,None,No Issue,33,Website,0
38,F,Widowed,Low,62.87,Groceries,Feedback,Unresolved,5,Mobile App,0
51,M,Divorced,Low,336.72,Books,Feedback,Unresolved,45,Online Banking,0
55,F,Married,High,449.87,Electronics,Feedback,Unresolved,27,Online Banking,0
55,F,Married,High,449.87,Electronics,Inquiry,Unresolved,27,Online Banking,0
41,F,Widowed,Low,286.29,Furniture,None,No Issue,8,Online Banking,1
41,F,Widowed,Low,14.05,Clothing,None,No Issue,8,Online Banking,1
41,F,Widowed,Low,91.02,Groceries,None,No Issue,8,Online Banking,1
45,F,Widowed,High,64.31,Furniture,None,No Issue,7,Online Banking,0
45,F,Widowed,High,423.82,Clothing,None,No Issue,7,Online Banking,0
45,F,Widowed,High,181.1,Furniture,None,No Issue,7,Online Banking,0
45,F,Widowed,High,474.25,Furniture,None,No Issue,7,Online Banking,0
45,F,Widowed,High,160.26,Furniture,None,No Issue,7,Online Banking,0
45,F,Widowed,High,153.24,Electronics,None,No Issue,7,Online Banking,0
45,F,Widowed,High,211.24,Electronics,None,No Issue,7,Online Banking,0
47,F,Married,Medium,174.86,Furniture,None,No Issue,22,Website,0
47,F,Married,Medium,256.47,Groceries,None,No Issue,22,Website,0
47,F,Married,Medium,474.43,Clothing,None,No Issue,22,Website,0
47,F,Married,Medium,136.22,Books,None,No Issue,22,Website,0
47,F,Married,Medium,247.73,Clothing,None,No Issue,22,Website,0
47,F,Married,Medium,307.89,Clothing,None,No Issue,22,Website,0
47,F,Married,Medium,104.41,Books,None,No Issue,22,Website,0
47,F,Married,Medium,447,Electronics,None,No Issue,22,Website,0
47,F,Married,Medium,17.32,Clothing,None,No Issue,22,Website,0
51,F,Single,Low,324.6,Clothing,None,No Issue,46,Website,0
51,F,Single,Low,449.3,Groceries,None,No Issue,46,Website,0
51,F,Single,Low,231.71,Books,None,No Issue,46,Website,0
51,F,Single,Low,211.47,Books,None,No Issue,46,Website,0
69,M,Widowed,High,365.78,Groceries,None,No Issue,28,Online Banking,1
69,M,Widowed,High,33.87,Furniture,None,No Issue,28,Online Banking,1
69,M,Widowed,High,101.53,Electronics,None,No Issue,28,Online Banking,1
69,M,Widowed,High,410.26,Clothing,None,No Issue,28,Online Banking,1
69,M,Widowed,High,133.62,Furniture,None,No Issue,28,Online Banking,1
69,M,Widowed,High,335.21,Groceries,None,No Issue,28,Online Banking,1
69,M,Widowed,High,118.26,Electronics,None,No Issue,28,Online Banking,1
69,M,Widowed,High,419.63,Clothing,None,No Issue,28,Online Banking,1
69,M,Divorced,Low,358.72,Books,Feedback,Resolved,9,Website,0
69,M,Divorced,Low,382.23,Groceries,Feedback,Resolved,9,Website,0
69,M,Divorced,Low,26.5,Clothing,Feedback,Resolved,9,Website,0
69,M,Divorced,Low,336.76,Clothing,Feedback,Resolved,9,Website,0
40,M,Married,High,405.82,Electronics,None,No Issue,31,Online Banking,0
40,M,Married,High,48.26,Furniture,None,No Issue,31,Online Banking,0
40,M,Married,High,131.09,Clothing,None,No Issue,31,Online Banking,0
40,M,Married,High,233.14,Electronics,None,No Issue,31,Online Banking,0
25,M,Divorced,Low,272.07,Furniture,Inquiry,Unresolved,4,Mobile App,1
25,M,Divorced,Low,349.28,Books,Inquiry,Unresolved,4,Mobile App,1
25,M,Divorced,Low,118.83,Clothing,Inquiry,Unresolved,4,Mobile App,1
25,M,Divorced,Low,8.68,Electronics,Inquiry,Unresolved,4,Mobile App,1
25,M,Divorced,Low,419.98,Electronics,Inquiry,Unresolved,4,Mobile App,1
25,M,Divorced,Low,457.86,Furniture,Inquiry,Unresolved,4,Mobile App,1
59,F,Married,Medium,67.36,Clothing,Feedback,Unresolved,5,Website,1
59,F,Married,Medium,317.82,Groceries,Feedback,Unresolved,5,Website,1
59,F,Married,Medium,470.08,Furniture,Feedback,Unresolved,5,Website,1
59,F,Married,Medium,342.97,Electronics,Feedback,Unresolved,5,Website,1
59,F,Married,Medium,235.29,Clothing,Feedback,Unresolved,5,Website,1
59,F,Married,Medium,483.16,Books,Feedback,Unresolved,5,Website,1
67,F,Married,Low,327.02,Electronics,Complaint,Resolved,13,Mobile App,0
67,F,Married,Low,327.02,Electronics,Inquiry,Unresolved,13,Mobile App,0
67,F,Married,Low,342.44,Books,Complaint,Resolved,13,Mobile App,0
67,F,Married,Low,342.44,Books,Inquiry,Unresolved,13,Mobile App,0
67,F,Married,Low,42.84,Clothing,Complaint,Resolved,13,Mobile App,0
67,F,Married,Low,42.84,Clothing,Inquiry,Unresolved,13,Mobile App,0
67,F,Married,Low,83.95,Groceries,Complaint,Resolved,13,Mobile App,0
67,F,Married,Low,83.95,Groceries,Inquiry,Unresolved,13,Mobile App,0
67,F,Married,Low,312.92,Clothing,Complaint,Resolved,13,Mobile App,0
67,F,Married,Low,312.92,Clothing,Inquiry,Unresolved,13,Mobile App,0
27,F,Widowed,Low,292.4,Books,None,No Issue,6,Mobile App,0
27,F,Widowed,Low,250.92,Furniture,None,No Issue,6,Mobile App,0
27,F,Widowed,Low,203.67,Electronics,None,No Issue,6,Mobile App,0
27,F,Widowed,Low,293.88,Books,None,No Issue,6,Mobile App,0
27,F,Widowed,Low,240.13,Books,None,No Issue,6,Mobile App,0
27,F,Widowed,Low,85.83,Furniture,None,No Issue,6,Mobile App,0
27,F,Widowed,Low,262.13,Clothing,None,No Issue,6,Mobile App,0
27,F,Widowed,Low,160.86,Groceries,None,No Issue,6,Mobile App,0
27,F,Widowed,Low,427.46,Groceries,None,No Issue,6,Mobile App,0
18,M,Married,Low,71.14,Books,None,No Issue,23,Online Banking,0
18,M,Married,Low,143.65,Groceries,None,No Issue,23,Online Banking,0
18,M,Married,Low,36.67,Furniture,None,No Issue,23,Online Banking,0
37,M,Widowed,Low,55.04,Groceries,Inquiry,Unresolved,47,Online Banking,0
37,M,Widowed,Low,55.04,Groceries,Complaint,Resolved,47,Online Banking,0
37,M,Widowed,Low,290.72,Groceries,Inquiry,Unresolved,47,Online Banking,0
37,M,Widowed,Low,290.72,Groceries,Complaint,Resolved,47,Online Banking,0
37,M,Widowed,Low,130.9,Clothing,Inquiry,Unresolved,47,Online Banking,0
37,M,Widowed,Low,130.9,Clothing,Complaint,Resolved,47,Online Banking,0
37,M,Widowed,Low,455.82,Books,Inquiry,Unresolved,47,Online Banking,0
37,M,Widowed,Low,455.82,Books,Complaint,Resolved,47,Online Banking,0
37,M,Widowed,Low,186.21,Groceries,Inquiry,Unresolved,47,Online Banking,0
37,M,Widowed,Low,186.21,Groceries,Complaint,Resolved,47,Online Banking,0
37,M,Widowed,Low,499.06,Clothing,Inquiry,Unresolved,47,Online Banking,0
37,M,Widowed,Low,499.06,Clothing,Complaint,Resolved,47,Online Banking,0
37,M,Widowed,Low,393.94,Electronics,Inquiry,Unresolved,47,Online Banking,0
37,M,Widowed,Low,393.94,Electronics,Complaint,Resolved,47,Online Banking,0
37,M,Widowed,Low,294.37,Electronics,Inquiry,Unresolved,47,Online Banking,0
37,M,Widowed,Low,294.37,Electronics,Complaint,Resolved,47,Online Banking,0
37,M,Widowed,Low,154.01,Books,Inquiry,Unresolved,47,Online Banking,0
37,M,Widowed,Low,154.01,Books,Complaint,Resolved,47,Online Banking,0
54,F,Married,High,248.4,Electronics,Complaint,Resolved,35,Mobile App,0
54,F,Married,High,494.32,Furniture,Complaint,Resolved,35,Mobile App,0
54,F,Married,High,91.4,Books,Complaint,Resolved,35,Mobile App,0
54,F,Married,High,339.45,Books,Complaint,Resolved,35,Mobile App,0
54,F,Married,High,343.27,Electronics,Complaint,Resolved,35,Mobile App,0
54,F,Married,High,118.29,Books,Complaint,Resolved,35,Mobile App,0
35,M,Widowed,Medium,308.27,Furniture,Inquiry,Resolved,34,Mobile App,0
35,M,Widowed,Medium,69.46,Clothing,Inquiry,Resolved,34,Mobile App,0
35,M,Widowed,Medium,420.21,Furniture,Inquiry,Resolved,34,Mobile App,0
35,M,Widowed,Medium,262.21,Clothing,Inquiry,Resolved,34,Mobile App,0
35,M,Widowed,Medium,262.08,Groceries,Inquiry,Resolved,34,Mobile App,0
35,M,Widowed,Medium,77.17,Groceries,Inquiry,Resolved,34,Mobile App,0
35,M,Widowed,Medium,429.79,Furniture,Inquiry,Resolved,34,Mobile App,0
35,M,Widowed,Medium,316.74,Furniture,Inquiry,Resolved,34,Mobile App,0
38,M,Widowed,Medium,28.86,Furniture,None,No Issue,38,Online Banking,0
38,M,Widowed,Medium,170.94,Groceries,None,No Issue,38,Online Banking,0
38,M,Widowed,Medium,255.12,Electronics,None,No Issue,38,Online Banking,0
38,M,Widowed,Medium,86.34,Furniture,None,No Issue,38,Online Banking,0
38,M,Widowed,Medium,249.32,Electronics,None,No Issue,38,Online Banking,0
38,M,Widowed,Medium,16.38,Clothing,None,No Issue,38,Online Banking,0
66,M,Single,Low,416.95,Clothing,None,No Issue,34,Mobile App,1
66,M,Single,Low,179.86,Electronics,None,No Issue,34,Mobile App,1
66,M,Single,Low,420.67,Clothing,None,No Issue,34,Mobile App,1
66,M,Single,Low,99.23,Clothing,None,No Issue,34,Mobile App,1
66,M,Single,Low,499.13,Furniture,None,No Issue,34,Mobile App,1
21,F,Widowed,Low,323.63,Groceries,Feedback,Unresolved,11,Website,0
21,F,Widowed,Low,323.63,Groceries,Feedback,Resolved,11,Website,0
21,F,Widowed,Low,480.06,Electronics,Feedback,Unresolved,11,Website,0
21,F,Widowed,Low,480.06,Electronics,Feedback,Resolved,11,Website,0
21,F,Widowed,Low,48.21,Furniture,Feedback,Unresolved,11,Website,0
21,F,Widowed,Low,48.21,Furniture,Feedback,Resolved,11,Website,0
21,F,Widowed,Low,133.62,Books,Feedback,Unresolved,11,Website,0
21,F,Widowed,Low,133.62,Books,Feedback,Resolved,11,Website,0
21,F,Widowed,Low,198.76,Electronics,Feedback,Unresolved,11,Website,0
21,F,Widowed,Low,198.76,Electronics,Feedback,Resolved,11,Website,0
60,M,Widowed,Medium,435.22,Clothing,Feedback,Unresolved,6,Website,1
60,M,Widowed,Medium,10.01,Books,Feedback,Unresolved,6,Website,1
60,M,Widowed,Medium,155.09,Electronics,Feedback,Unresolved,6,Website,1
60,M,Widowed,Medium,260.79,Books,Feedback,Unresolved,6,Website,1
60,M,Widowed,Medium,193.29,Clothing,Feedback,Unresolved,6,Website,1
60,M,Widowed,Medium,212.34,Groceries,Feedback,Unresolved,6,Website,1
60,M,Widowed,Medium,52.25,Clothing,Feedback,Unresolved,6,Website,1
60,M,Widowed,Medium,32.02,Books,Feedback,Unresolved,6,Website,1
19,F,Widowed,Medium,495.85,Books,Inquiry,Resolved,32,Website,0
19,F,Widowed,Medium,360.91,Electronics,Inquiry,Resolved,32,Website,0
19,F,Widowed,Medium,360.79,Furniture,Inquiry,Resolved,32,Website,0
19,F,Widowed,Medium,470.23,Books,Inquiry,Resolved,32,Website,0
19,F,Widowed,Medium,374.18,Books,Inquiry,Resolved,32,Website,0
19,F,Widowed,Medium,344.98,Books,Inquiry,Resolved,32,Website,0
19,F,Widowed,Medium,432.99,Books,Inquiry,Resolved,32,Website,0
19,F,Widowed,Medium,201.52,Electronics,Inquiry,Resolved,32,Website,0
19,F,Widowed,Medium,344.59,Books,Inquiry,Resolved,32,Website,0
38,M,Single,Medium,490.59,Electronics,Feedback,Resolved,35,Website,1
38,M,Single,Medium,430.42,Clothing,Feedback,Resolved,35,Website,1
38,M,Single,Medium,55.8,Electronics,Feedback,Resolved,35,Website,1
38,M,Single,Medium,152.47,Groceries,Feedback,Resolved,35,Website,1
38,M,Single,Medium,229.55,Groceries,Feedback,Resolved,35,Website,1
38,M,Single,Medium,442.22,Electronics,Feedback,Resolved,35,Website,1
38,M,Single,Medium,457.4,Electronics,Feedback,Resolved,35,Website,1
38,M,Single,Medium,288.09,Clothing,Feedback,Resolved,35,Website,1
38,M,Single,Medium,77.88,Clothing,Feedback,Resolved,35,Website,1
54,F,Divorced,Medium,47.23,Clothing,Feedback,Unresolved,34,Mobile App,0
54,F,Divorced,Medium,401.17,Groceries,Feedback,Unresolved,34,Mobile App,0
54,F,Divorced,Medium,57.42,Electronics,Feedback,Unresolved,34,Mobile App,0
54,F,Divorced,Medium,444.73,Furniture,Feedback,Unresolved,34,Mobile App,0
54,F,Divorced,Medium,51.07,Electronics,Feedback,Unresolved,34,Mobile App,0
54,F,Divorced,Medium,260.86,Clothing,Feedback,Unresolved,34,Mobile App,0
22,M,Divorced,Low,274.55,Groceries,None,No Issue,43,Mobile App,0
22,M,Divorced,Low,73.82,Groceries,None,No Issue,43,Mobile App,0
22,M,Divorced,Low,50.02,Clothing,None,No Issue,43,Mobile App,0
22,M,Divorced,Low,44.59,Electronics,None,No Issue,43,Mobile App,0
22,M,Divorced,Low,478.79,Groceries,None,No Issue,43,Mobile App,0
22,M,Divorced,Low,52.17,Clothing,None,No Issue,43,Mobile App,0
22,M,Divorced,Low,14.45,Groceries,None,No Issue,43,Mobile App,0
34,M,Single,Medium,490.33,Groceries,Inquiry,Resolved,28,Mobile App,0
34,M,Single,Medium,217.33,Books,Inquiry,Resolved,28,Mobile App,0
34,M,Single,Medium,408.97,Clothing,Inquiry,Resolved,28,Mobile App,0
34,M,Single,Medium,130.05,Electronics,Inquiry,Resolved,28,Mobile App,0
34,M,Single,Medium,446.45,Groceries,Inquiry,Resolved,28,Mobile App,0
34,M,Single,Medium,20.84,Furniture,Inquiry,Resolved,28,Mobile App,0
34,M,Single,Medium,415.74,Books,Inquiry,Resolved,28,Mobile App,0
